election_cycle_id,cycle_year,calendar_year,semester,party_1,party_2,joint_voting_days,joint_ballots,aligned_ballots,alignment_rate,avg_vote_divergence,vote_divergence_stddev,rank_by_alignment,rank_by_activity,rank_by_consistency,percentile_alignment,percentile_cohesion,quartile_coalition_strength,prev_semester_alignment,prev_semester_joint_ballots,prev_semester_divergence,next_semester_alignment,next_semester_divergence,stddev_alignment_sector,stddev_alignment_pair,stddev_divergence_pair,ma_3semester_alignment,alignment_change_absolute,alignment_change_pct,activity_change,divergence_change,coalition_strength,coalition_trend,strategic_shift,volatility_classification,consistency_classification,forecast_trend,alignment_deviation_from_ma,trend_position,coalition_tier,momentum_z_score,stability_score,breakup_risk_score,realignment_probability,coalition_density_score,bridge_classification
2002-2005,3,2004,autumn,C,S,5,193,0,0.00,46.47,7.73,31,1,37,0.3333333333333333,0.8555555555555555,3,1.79,336,40.74,0.00,51.97,31.7570277295618059,32.5526095706575421,17.4091135028779891,0.59666666666666666667,-1.79,-100.00,-143,5.73,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,0.60,ON_TREND,MODERATE_COALITION_TIER,-0.05,43.74,75.0,MODERATE_PROBABILITY,0.00,MODERATE_BRIDGE
2018-2021,3,2020,spring,M,SD,5,340,0,0.00,3.46,3.13,57,101,48,0.3916083916083916,0.14685314685314685,4,0.00,88,5.51,53.75,12.15,35.7396264906715041,40.3553429492992360,14.3570095965544146,0.00000000000000000000,0.00,,252,-2.05,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STRENGTHENING,0.00,ON_TREND,MODERATE_COALITION_TIER,0.00,58.02,75.0,MODERATE_PROBABILITY,0.00,MODERATE_BRIDGE
2006-2009,2,2007,spring,MP,V,5,229,0,0.00,16.08,2.44,39,50,9,0.4222222222222222,0.37777777777777777,2,3.19,94,12.49,11.11,30.54,40.0848605728405238,39.4425609753850410,8.5232541068768942,9.7700000000000000,-3.19,-100.00,135,3.59,OPPOSITION,DECLINING,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STRENGTHENING,9.77,BELOW_TREND,MODERATE_COALITION_TIER,-0.08,54.44,75.0,MODERATE_PROBABILITY,0.00,MODERATE_BRIDGE
2018-2021,4,2021,autumn,KD,S,5,80,50,62.50,16.68,14.13,42,37,114,0.3037037037037037,0.562962962962963,2,0.00,340,17.98,0.00,6.91,39.0017827824269138,32.5901277089135631,14.4808535710040908,26.5166666666666667,62.50,,-260,-1.30,MODERATE_COALITION,RAPIDLY_STRENGTHENING,MAJOR_REALIGNMENT,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_WEAKENING,-35.98,ABOVE_TREND,MODERATE_COALITION_TIER,1.92,75.76,50.0,HIGH_PROBABILITY,56.82,MODERATE_BRIDGE
2018-2021,3,2020,spring,-,M,5,340,0,0.00,9.44,5.41,57,101,95,0.3916083916083916,0.48951048951048953,3,0.00,88,9.48,0.00,22.43,35.7396264906715041,26.7636199907533397,21.6294799789266818,0.00000000000000000000,0.00,,252,-0.04,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,MODERATE_COALITION_TIER,0.00,55.55,75.0,MODERATE_PROBABILITY,0.00,MODERATE_BRIDGE
2022-2025,4,2025,spring,KD,S,5,388,0,0.00,39.12,5.95,71,37,81,0.5185185185185185,0.8074074074074075,3,23.44,64,27.48,,,34.8557019593299599,32.5901277089135631,14.4808535710040908,7.8133333333333333,-23.44,-100.00,324,11.64,OPPOSITION,RAPIDLY_WEAKENING,MAJOR_REALIGNMENT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,NO_FORECAST,7.81,BELOW_TREND,STRONG_COALITION_TIER,-0.72,46.48,75.0,HIGH_PROBABILITY,0.00,STRONG_BRIDGE
2010-2013,4,2013,autumn,S,SD,5,139,0,0.00,22.33,19.29,87,1,63,0.7678571428571429,0.33035714285714285,4,0.00,340,10.04,0.00,9.74,42.4760061636714867,18.1132739816227959,14.3534453819747868,0.00000000000000000000,0.00,,-201,12.29,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,ELITE_COALITION,0.00,47.51,75.0,MODERATE_PROBABILITY,0.00,STRONG_BRIDGE
2018-2021,2,2019,autumn,L,MP,3,55,55,100.00,7.80,1.92,1,101,11,0,0.26666666666666666,1,73.84,451,31.15,100.00,18.84,39.0017827824269138,35.4718366942119591,16.8043965420271214,91.2800000000000000,26.16,35.43,-396,-23.35,VERY_STRONG_COALITION,RAPIDLY_STRENGTHENING,MAJOR_REALIGNMENT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,-8.72,ABOVE_TREND,WEAK_COALITION_TIER,0.74,97.08,50.0,HIGH_PROBABILITY,62.50,WEAK_BRIDGE
2010-2013,3,2012,autumn,M,SD,5,125,61,48.80,54.87,19.64,41,29,67,0.35714285714285715,0.8928571428571429,2,92.56,336,22.66,35.00,37.90,42.4760061636714867,40.3553429492992360,14.3570095965544146,80.1400000000000000,-43.76,-47.28,-211,32.21,WEAK_COALITION,RAPIDLY_WEAKENING,COALITION_BREAKUP,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_WEAKENING,31.34,BELOW_TREND,MODERATE_COALITION_TIER,-1.08,57.17,90.0,HIGH_PROBABILITY,43.88,MODERATE_BRIDGE
2022-2025,3,2024,autumn,-,L,5,76,45,59.21,29.99,10.78,33,1,45,0.23703703703703705,0.4444444444444444,1,53.85,39,48.99,14.41,33.10,35.3448254056102381,30.3655471930394038,20.9147812167838784,48.6233333333333333,5.36,9.95,37,-19.00,MODERATE_COALITION,IMPROVING,MINOR_SHIFT,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_WEAKENING,-10.59,ABOVE_TREND,WEAK_COALITION_TIER,0.18,71.45,50.0,MODERATE_PROBABILITY,59.21,WEAK_BRIDGE
2014-2017,3,2016,autumn,KD,S,5,78,25,32.05,24.42,17.88,46,65,105,0.3543307086614173,0.47244094488188976,2,100.00,277,17.34,80.83,35.18,31.0509595457950318,32.5901277089135631,14.4808535710040908,47.1733333333333333,-67.95,-67.95,-199,7.08,OPPOSITION,RAPIDLY_WEAKENING,COALITION_BREAKUP,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_STRENGTHENING,15.12,BELOW_TREND,MODERATE_COALITION_TIER,-2.08,60.13,90.0,HIGH_PROBABILITY,22.93,MODERATE_BRIDGE
2014-2017,2,2015,autumn,S,SD,4,95,25,26.32,48.97,12.16,56,37,67,0.4330708661417323,0.8818897637795275,2,0.00,343,7.73,0.00,43.66,31.0509595457950318,18.1132739816227959,14.3534453819747868,8.7733333333333333,26.32,,-248,41.24,OPPOSITION,RAPIDLY_STRENGTHENING,MAJOR_REALIGNMENT,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_WEAKENING,-17.55,ABOVE_TREND,MODERATE_COALITION_TIER,1.45,52.19,75.0,HIGH_PROBABILITY,22.94,MODERATE_BRIDGE
2010-2013,2,2011,spring,S,V,5,336,100,29.76,17.25,5.07,45,65,51,0.3697478991596639,0.3697478991596639,2,0.94,106,18.76,8.80,14.53,43.5015080848896803,42.8650577785828889,8.1541679500114612,43.5666666666666667,28.82,3065.96,230,-1.51,OPPOSITION,RAPIDLY_STRENGTHENING,MAJOR_REALIGNMENT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_WEAKENING,13.81,BELOW_TREND,MODERATE_COALITION_TIER,0.67,65.21,75.0,HIGH_PROBABILITY,28.57,MODERATE_BRIDGE
2006-2009,4,2009,spring,KD,V,5,196,0,0.00,77.56,3.79,39,71,24,0.4222222222222222,0.9888888888888889,3,0.00,157,81.00,1.82,54.47,40.0848605728405238,28.5891260102486829,24.2074823947713391,0.00000000000000000000,0.00,,39,-3.44,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,MODERATE_COALITION_TIER,0.00,35.60,75.0,MODERATE_PROBABILITY,0.00,MODERATE_BRIDGE
2010-2013,2,2011,spring,KD,M,5,336,336,100.00,6.73,3.80,1,65,34,0,0.16806722689075632,1,100.00,106,8.03,100.00,2.40,43.5015080848896803,42.9496792625403991,4.2642678247836210,100.0000000000000000,0.00,0.00,230,-1.30,VERY_STRONG_COALITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,WEAK_COALITION_TIER,0.00,96.84,50.0,MODERATE_PROBABILITY,96.00,WEAK_BRIDGE
2006-2009,4,2009,spring,L,V,5,196,0,0.00,74.13,7.76,39,71,55,0.4222222222222222,0.9444444444444444,2,0.00,157,76.91,1.82,50.66,40.0848605728405238,30.0147176965987602,23.1955269079579201,0.00000000000000000000,0.00,,39,-2.78,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,MODERATE_COALITION_TIER,0.00,35.43,75.0,MODERATE_PROBABILITY,0.00,MODERATE_BRIDGE
2002-2005,4,2005,spring,C,S,6,273,0,0.00,58.32,9.66,27,43,35,0.37681159420289856,0.9855072463768116,4,0.00,167,54.03,0.00,50.71,25.4699644944184949,32.5526095706575421,17.4091135028779891,0.00000000000000000000,0.00,,106,4.29,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,MODERATE_COALITION_TIER,0.00,39.61,75.0,MODERATE_PROBABILITY,0.00,MODERATE_BRIDGE
2006-2009,4,2009,spring,S,V,5,196,157,80.10,18.61,3.44,19,71,18,0.2,0.45555555555555555,1,82.80,157,21.38,100.00,16.29,40.0848605728405238,42.8650577785828889,8.1541679500114612,73.1833333333333333,-2.70,-3.26,39,-2.77,VERY_STRONG_COALITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STRENGTHENING,-6.92,ABOVE_TREND,WEAK_COALITION_TIER,-0.06,85.43,50.0,MODERATE_PROBABILITY,44.10,WEAK_BRIDGE
2002-2005,1,2002,autumn,KD,S,3,90,5,5.56,48.49,10.70,16,71,53,0.16666666666666666,0.8777777777777778,1,,,,0.00,59.48,31.7570277295618059,32.5901277089135631,14.4808535710040908,5.5600000000000000,,,,,OPPOSITION,BASELINE,STABLE,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_DECLINE,0.00,ON_TREND,WEAK_COALITION_TIER,,44.47,75.0,MODERATE_PROBABILITY,2.59,WEAK_BRIDGE
2022-2025,4,2025,autumn,C,SD,5,64,47,73.44,18.54,12.01,20,37,50,0.14074074074074075,0.28888888888888886,1,27.95,347,12.64,18.04,19.86,35.3448254056102381,30.1988374389920293,12.4561172120368232,45.6400000000000000,45.49,162.75,-283,5.90,STRONG_COALITION,RAPIDLY_STRENGTHENING,COALITION_FORMATION,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_WEAKENING,-27.80,ABOVE_TREND,WEAK_COALITION_TIER,1.51,80.21,50.0,HIGH_PROBABILITY,61.84,WEAK_BRIDGE
2002-2005,4,2005,spring,-,MP,6,273,27,9.89,15.71,17.12,15,43,59,0.2028985507246377,0.34782608695652173,1,82.63,167,14.23,0.00,17.98,25.4699644944184949,25.9894648933800560,25.0260866015046656,46.2600000000000000,-72.74,-88.03,106,1.48,OPPOSITION,RAPIDLY_WEAKENING,COALITION_BREAKUP,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_DECLINE,36.37,BELOW_TREND,WEAK_COALITION_TIER,-2.80,54.11,90.0,HIGH_PROBABILITY,7.89,WEAK_BRIDGE
2018-2021,2,2019,autumn,MP,S,3,55,55,100.00,2.22,1.36,1,101,7,0,0.014814814814814815,1,100.00,451,1.97,100.00,6.74,39.0017827824269138,41.6432407148935695,10.9167498235014098,100.0000000000000000,0.00,0.00,-396,0.25,VERY_STRONG_COALITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,WEAK_COALITION_TIER,0.00,98.93,50.0,MODERATE_PROBABILITY,62.50,WEAK_BRIDGE
2018-2021,1,2018,autumn,C,M,3,70,70,100.00,6.54,7.12,1,73,61,0,0.18518518518518517,1,43.62,392,5.32,26.16,5.18,39.0017827824269138,41.9754943825025154,12.3915098966687459,56.4366666666666667,56.38,129.25,-322,1.22,VERY_STRONG_COALITION,RAPIDLY_STRENGTHENING,COALITION_FORMATION,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_WEAKENING,-43.56,ABOVE_TREND,WEAK_COALITION_TIER,1.34,95.90,50.0,HIGH_PROBABILITY,79.55,WEAK_BRIDGE
2010-2013,2,2011,autumn,KD,MP,4,106,58,54.72,44.33,26.28,36,78,86,0.3125,0.75,2,0.00,209,67.41,7.44,42.00,42.4760061636714867,31.6301988646497904,16.4826756025947198,18.8466666666666667,54.72,,-103,-23.08,MODERATE_COALITION,RAPIDLY_STRENGTHENING,MAJOR_REALIGNMENT,HIGHLY_VOLATILE_PAIR,INCONSISTENT_ALIGNMENT,EXPECTED_WEAKENING,-35.87,ABOVE_TREND,MODERATE_COALITION_TIER,1.73,60.71,50.0,HIGH_PROBABILITY,41.73,MODERATE_BRIDGE
2006-2009,2,2007,spring,C,S,5,229,0,0.00,46.94,10.06,39,50,70,0.4222222222222222,0.5888888888888889,4,0.00,94,59.78,0.79,50.66,40.0848605728405238,32.5526095706575421,17.4091135028779891,0.00000000000000000000,0.00,,135,-12.84,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,MODERATE_COALITION_TIER,0.00,42.90,75.0,MODERATE_PROBABILITY,0.00,MODERATE_BRIDGE
2010-2013,4,2013,autumn,KD,S,5,139,10,7.19,43.44,5.16,60,1,27,0.5267857142857143,0.7321428571428571,3,11.47,340,41.27,0.00,44.64,42.4760061636714867,32.5901277089135631,14.4808535710040908,21.6866666666666667,-4.28,-37.31,-201,2.17,OPPOSITION,DECLINING,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_DECLINE,14.50,BELOW_TREND,STRONG_COALITION_TIER,-0.13,48.30,75.0,MODERATE_PROBABILITY,7.19,STRONG_BRIDGE
2014-2017,3,2016,autumn,M,SD,5,78,0,0.00,25.88,21.98,88,65,120,0.6850393700787402,0.5433070866141733,4,0.00,277,25.94,13.06,8.21,31.0509595457950318,40.3553429492992360,14.3570095965544146,8.7733333333333333,0.00,,-199,-0.06,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,INCONSISTENT_ALIGNMENT,EXPECTED_STRENGTHENING,8.77,BELOW_TREND,STRONG_COALITION_TIER,0.00,45.64,75.0,MODERATE_PROBABILITY,0.00,STRONG_BRIDGE
2018-2021,2,2019,autumn,-,C,3,55,55,100.00,21.19,5.80,1,101,49,0,0.7777777777777778,1,0.00,451,24.72,0.00,65.50,39.0017827824269138,28.2698431505736166,23.0936108071782822,33.3333333333333333,100.00,,-396,-3.53,VERY_STRONG_COALITION,RAPIDLY_STRENGTHENING,COALITION_FORMATION,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_WEAKENING,-66.67,ABOVE_TREND,WEAK_COALITION_TIER,3.54,91.90,50.0,HIGH_PROBABILITY,62.50,WEAK_BRIDGE
2014-2017,4,2017,spring,MP,SD,5,392,112,28.57,39.79,9.91,74,1,118,0.5748031496062992,0.7874015748031497,3,0.00,109,37.40,37.14,39.14,40.4221695593943564,16.5906213934928375,15.7971631067803507,13.8766666666666667,28.57,,283,2.39,OPPOSITION,RAPIDLY_STRENGTHENING,MAJOR_REALIGNMENT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_IMPROVEMENT,-14.69,ABOVE_TREND,STRONG_COALITION_TIER,1.72,56.52,75.0,HIGH_PROBABILITY,28.57,STRONG_BRIDGE
2010-2013,2,2011,autumn,-,SD,3,105,0,0.00,63.06,10.79,87,106,45,0.7678571428571429,0.9642857142857143,4,,,,0.00,46.92,42.4760061636714867,18.4179212075263315,14.9112275087322880,0.00000000000000000000,,,,,OPPOSITION,BASELINE,STABLE,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,ELITE_COALITION,,37.85,75.0,MODERATE_PROBABILITY,0.00,CORE_COALITION_BRIDGE
2014-2017,1,2014,spring,KD,MP,5,343,0,0.00,49.46,6.26,91,73,86,0.7086614173228346,0.889763779527559,4,51.02,49,31.82,9.47,39.08,40.4221695593943564,31.6301988646497904,16.4826756025947198,19.0066666666666667,-51.02,-100.00,294,17.64,OPPOSITION,RAPIDLY_WEAKENING,MAJOR_REALIGNMENT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_IMPROVEMENT,19.01,BELOW_TREND,STRONG_COALITION_TIER,-1.61,43.28,75.0,HIGH_PROBABILITY,0.00,STRONG_BRIDGE
2006-2009,3,2008,spring,L,V,5,263,0,0.00,68.20,4.44,39,29,38,0.4222222222222222,0.8888888888888888,3,0.00,126,76.83,0.00,76.91,40.0848605728405238,30.0147176965987602,23.1955269079579201,0.00000000000000000000,0.00,,137,-8.63,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,MODERATE_COALITION_TIER,0.00,38.21,75.0,MODERATE_PROBABILITY,0.00,MODERATE_BRIDGE
2022-2025,4,2025,spring,-,SD,5,388,134,34.54,17.51,12.54,35,37,131,0.2518518518518518,0.4962962962962963,2,23.44,64,38.37,,,34.8557019593299599,18.4179212075263315,14.9112275087322880,24.1300000000000000,11.10,47.35,324,-20.86,OPPOSITION,STRENGTHENING,SIGNIFICANT_SHIFT,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,NO_FORECAST,-10.41,ABOVE_TREND,MODERATE_COALITION_TIER,0.60,64.80,75.0,HIGH_PROBABILITY,21.04,MODERATE_BRIDGE
2014-2017,1,2014,autumn,KD,V,3,49,0,0.00,62.80,7.40,88,101,41,0.6850393700787402,0.968503937007874,4,0.00,350,61.43,0.00,58.38,31.0509595457950318,28.5891260102486829,24.2074823947713391,0.00000000000000000000,0.00,,-301,1.37,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,STRONG_COALITION_TIER,0.00,38.94,75.0,MODERATE_PROBABILITY,0.00,STRONG_BRIDGE
2006-2009,2,2007,spring,KD,MP,5,229,0,0.00,54.69,4.08,39,50,31,0.4222222222222222,0.6666666666666666,3,0.00,94,55.90,0.79,46.37,40.0848605728405238,31.6301988646497904,16.4826756025947198,0.09333333333333333333,0.00,,135,-1.21,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,0.09,ON_TREND,MODERATE_COALITION_TIER,0.00,42.37,75.0,MODERATE_PROBABILITY,0.00,MODERATE_BRIDGE
2018-2021,1,2018,autumn,L,M,3,70,70,100.00,6.88,4.03,1,73,31,0,0.2074074074074074,1,43.62,392,10.67,0.00,6.87,39.0017827824269138,42.3953360371198955,6.1227628927940847,56.4366666666666667,56.38,129.25,-322,-3.79,VERY_STRONG_COALITION,RAPIDLY_STRENGTHENING,COALITION_FORMATION,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_WEAKENING,-43.56,ABOVE_TREND,WEAK_COALITION_TIER,1.33,96.73,50.0,HIGH_PROBABILITY,79.55,WEAK_BRIDGE
2014-2017,3,2016,autumn,L,V,5,78,24,30.77,11.41,7.03,51,65,35,0.3937007874015748,0.1732283464566929,2,69.31,277,9.26,90.83,3.75,31.0509595457950318,30.0147176965987602,23.1955269079579201,45.2900000000000000,-38.54,-55.61,-199,2.15,OPPOSITION,RAPIDLY_WEAKENING,COALITION_BREAKUP,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STRENGTHENING,14.52,BELOW_TREND,MODERATE_COALITION_TIER,-1.28,66.78,90.0,HIGH_PROBABILITY,22.02,MODERATE_BRIDGE
2022-2025,3,2024,spring,C,SD,5,347,97,27.95,12.64,6.37,50,73,87,0.362962962962963,0.4,2,35.53,76,31.03,73.44,18.54,34.8557019593299599,30.1988374389920293,12.4561172120368232,21.1600000000000000,-7.58,-21.33,271,-18.39,OPPOSITION,DECLINING,MINOR_SHIFT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STRENGTHENING,-6.79,ABOVE_TREND,MODERATE_COALITION_TIER,-0.25,65.48,75.0,MODERATE_PROBABILITY,15.23,MODERATE_BRIDGE
2022-2025,2,2023,spring,MP,S,5,345,0,0.00,12.38,11.93,71,109,130,0.5185185185185185,0.3925925925925926,4,13.64,44,23.64,0.00,21.35,34.8557019593299599,41.6432407148935695,10.9167498235014098,30.0833333333333333,-13.64,-100.00,301,-11.26,OPPOSITION,WEAKENING,SIGNIFICANT_SHIFT,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_STABLE,30.08,BELOW_TREND,STRONG_COALITION_TIER,-0.33,52.71,75.0,HIGH_PROBABILITY,0.00,STRONG_BRIDGE
2010-2013,3,2012,autumn,MP,V,5,125,11,8.80,12.98,7.54,49,29,36,0.42857142857142855,0.24107142857142858,2,29.76,336,13.81,0.00,15.86,42.4760061636714867,39.4425609753850410,8.5232541068768942,15.0533333333333333,-20.96,-70.43,-211,-0.83,OPPOSITION,RAPIDLY_WEAKENING,MAJOR_REALIGNMENT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_DECLINE,6.25,BELOW_TREND,MODERATE_COALITION_TIER,-0.53,57.36,75.0,HIGH_PROBABILITY,7.91,MODERATE_BRIDGE
2010-2013,3,2012,autumn,M,MP,5,125,11,8.80,40.80,19.03,49,29,62,0.42857142857142855,0.6339285714285714,2,7.44,336,48.73,4.41,46.21,42.4760061636714867,27.8746522477988507,18.5928859456064178,23.6533333333333333,1.36,18.28,-211,-7.93,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_STABLE,14.85,BELOW_TREND,MODERATE_COALITION_TIER,0.05,45.57,75.0,MODERATE_PROBABILITY,7.91,MODERATE_BRIDGE
2006-2009,4,2009,autumn,C,L,5,157,157,100.00,3.14,2.15,1,1,10,0,0.012048192771084338,1,100.00,263,5.56,100.00,3.37,42.6957896880496614,42.6688076950033065,10.3190271017155168,100.0000000000000000,0.00,0.00,-106,-2.42,VERY_STRONG_COALITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,WEAK_COALITION_TIER,0.00,98.41,50.0,MODERATE_PROBABILITY,100.00,WEAK_BRIDGE
2018-2021,4,2021,spring,C,SD,5,477,0,0.00,2.89,1.08,57,1,21,0.3916083916083916,0.1258741258741259,3,63.75,80,18.63,44.68,17.82,35.7396264906715041,30.1988374389920293,12.4561172120368232,21.2500000000000000,-63.75,-100.00,397,-15.74,OPPOSITION,RAPIDLY_WEAKENING,MAJOR_REALIGNMENT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STRENGTHENING,21.25,BELOW_TREND,MODERATE_COALITION_TIER,-2.11,58.81,75.0,HIGH_PROBABILITY,0.00,MODERATE_BRIDGE
2018-2021,2,2019,autumn,C,S,3,55,55,100.00,2.90,1.49,1,101,8,0,0.037037037037037035,1,49.45,451,33.76,100.00,20.28,39.0017827824269138,32.5526095706575421,17.4091135028779891,83.1500000000000000,50.55,102.22,-396,-30.86,VERY_STRONG_COALITION,RAPIDLY_STRENGTHENING,COALITION_FORMATION,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,-16.85,ABOVE_TREND,WEAK_COALITION_TIER,1.55,98.68,50.0,HIGH_PROBABILITY,62.50,WEAK_BRIDGE
2018-2021,3,2020,autumn,-,KD,5,88,0,0.00,10.13,8.12,95,1,68,0.6962962962962963,0.37037037037037035,4,0.00,325,54.12,0.00,10.29,39.0017827824269138,25.4300513473958783,20.6026968062431355,12.7266666666666667,0.00,,-237,-43.99,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,12.73,BELOW_TREND,STRONG_COALITION_TIER,0.00,54.53,75.0,MODERATE_PROBABILITY,0.00,STRONG_BRIDGE
2014-2017,4,2017,spring,-,L,5,392,0,0.00,35.33,11.08,91,1,123,0.7086614173228346,0.7244094488188977,4,0.00,109,43.29,0.00,25.52,40.4221695593943564,30.3655471930394038,20.9147812167838784,0.00000000000000000000,0.00,,283,-7.96,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,STRONG_COALITION_TIER,0.00,46.08,75.0,MODERATE_PROBABILITY,0.00,STRONG_BRIDGE
2002-2005,2,2003,spring,L,S,5,336,0,0.00,55.52,8.54,27,22,29,0.37681159420289856,0.9565217391304348,3,0.00,170,50.46,0.00,47.43,25.4699644944184949,35.6241446586698827,15.4404333306926789,1.8533333333333333,0.00,,166,5.06,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,1.85,ON_TREND,MODERATE_COALITION_TIER,0.00,40.78,75.0,MODERATE_PROBABILITY,0.00,MODERATE_BRIDGE
2002-2005,2,2003,spring,L,V,5,336,0,0.00,36.20,17.86,27,22,60,0.37681159420289856,0.8260869565217391,3,0.00,170,28.41,0.00,19.15,25.4699644944184949,30.0147176965987602,23.1955269079579201,1.8533333333333333,0.00,,166,7.79,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_STABLE,1.85,ON_TREND,MODERATE_COALITION_TIER,0.00,43.78,75.0,MODERATE_PROBABILITY,0.00,MODERATE_BRIDGE
2002-2005,2,2003,autumn,M,S,5,170,0,0.00,51.91,11.48,31,22,63,0.3333333333333333,0.9222222222222223,4,0.00,90,64.30,19.64,45.68,31.7570277295618059,28.2383768194297392,15.3589718325718249,0.00000000000000000000,0.00,,80,-12.39,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_STRENGTHENING,0.00,ON_TREND,MODERATE_COALITION_TIER,0.00,40.98,75.0,MODERATE_PROBABILITY,0.00,MODERATE_BRIDGE
