election_cycle_id,cycle_year,calendar_year,semester,party_1,party_2,joint_voting_days,joint_ballots,aligned_ballots,alignment_rate,avg_vote_divergence,vote_divergence_stddev,rank_by_alignment,rank_by_activity,rank_by_consistency,percentile_alignment,percentile_cohesion,quartile_coalition_strength,prev_semester_alignment,prev_semester_joint_ballots,prev_semester_divergence,next_semester_alignment,next_semester_divergence,stddev_alignment_sector,stddev_alignment_pair,stddev_divergence_pair,ma_3semester_alignment,alignment_change_absolute,alignment_change_pct,activity_change,divergence_change,coalition_strength,coalition_trend,strategic_shift,volatility_classification,consistency_classification,forecast_trend,alignment_deviation_from_ma,trend_position,coalition_tier,momentum_z_score,stability_score,breakup_risk_score,realignment_probability,coalition_density_score,bridge_classification
2010-2013,1,2010,autumn,L,S,3,110,2,1.82,35.47,19.56,65,57,66,0.5714285714285714,0.5178571428571429,3,0.00,196,55.51,0.00,60.94,42.4760061636714867,35.6241446586698827,15.4404333306926789,0.60666666666666666667,1.82,,-86,-20.04,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_STABLE,-1.21,ON_TREND,STRONG_COALITION_TIER,0.05,44.22,75.0,MODERATE_PROBABILITY,1.44,STRONG_BRIDGE
2014-2017,3,2016,autumn,-,M,5,78,0,0.00,58.84,8.68,88,65,50,0.6850393700787402,0.9212598425196851,4,0.00,340,84.82,0.00,55.17,31.0509595457950318,26.7636199907533397,21.6294799789266818,0.00000000000000000000,0.00,,-262,-25.98,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,STRONG_COALITION_TIER,0.00,39.74,75.0,MODERATE_PROBABILITY,0.00,STRONG_BRIDGE
2010-2013,3,2012,autumn,C,M,5,125,125,100.00,9.83,4.89,1,29,23,0,0.17857142857142858,1,100.00,336,9.26,100.00,9.61,42.4760061636714867,41.9754943825025154,12.3915098966687459,100.0000000000000000,0.00,0.00,-211,0.57,VERY_STRONG_COALITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,WEAK_COALITION_TIER,0.00,95.58,50.0,MODERATE_PROBABILITY,89.93,WEAK_BRIDGE
2010-2013,2,2011,autumn,L,S,4,106,1,0.94,36.77,20.47,77,78,74,0.6785714285714286,0.5535714285714286,3,0.00,209,60.94,15.48,40.57,42.4760061636714867,35.6241446586698827,15.4404333306926789,0.92000000000000000000,0.94,,-103,-24.17,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,INCONSISTENT_ALIGNMENT,EXPECTED_STRENGTHENING,-0.02,ON_TREND,STRONG_COALITION_TIER,0.03,43.20,75.0,MODERATE_PROBABILITY,0.72,STRONG_BRIDGE
2010-2013,3,2012,autumn,KD,M,5,125,125,100.00,2.40,1.18,1,29,2,0,0,1,100.00,336,6.73,100.00,2.70,42.4760061636714867,42.9496792625403991,4.2642678247836210,100.0000000000000000,0.00,0.00,-211,-4.33,VERY_STRONG_COALITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,WEAK_COALITION_TIER,0.00,98.93,50.0,MODERATE_PROBABILITY,89.93,WEAK_BRIDGE
2006-2009,4,2009,spring,C,MP,5,196,0,0.00,61.18,8.34,39,71,59,0.4222222222222222,0.8222222222222222,3,0.00,157,65.88,1.82,33.81,40.0848605728405238,33.0995269975325979,16.8469376583807938,0.00000000000000000000,0.00,,39,-4.70,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,MODERATE_COALITION_TIER,0.00,39.14,75.0,MODERATE_PROBABILITY,0.00,MODERATE_BRIDGE
2002-2005,4,2005,autumn,C,L,4,167,0,0.00,8.51,4.52,31,43,14,0.3333333333333333,0.13333333333333333,2,0.00,342,8.01,2.56,3.70,31.7570277295618059,42.6688076950033065,10.3190271017155168,0.00000000000000000000,0.00,,-175,0.50,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,MODERATE_COALITION_TIER,0.00,56.09,75.0,MODERATE_PROBABILITY,0.00,MODERATE_BRIDGE
2018-2021,4,2021,spring,-,KD,5,477,0,0.00,14.29,5.80,57,1,99,0.3916083916083916,0.6293706293706294,2,8.75,80,23.27,12.72,13.12,35.7396264906715041,25.4300513473958783,20.6026968062431355,2.9166666666666667,-8.75,-100.00,397,-8.98,OPPOSITION,WEAKENING,MINOR_SHIFT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STRENGTHENING,2.92,ON_TREND,MODERATE_COALITION_TIER,-0.34,53.97,75.0,MODERATE_PROBABILITY,0.00,MODERATE_BRIDGE
2014-2017,1,2014,spring,KD,S,5,343,47,13.70,41.67,3.29,80,73,29,0.6220472440944882,0.8188976377952756,3,51.02,49,29.91,9.47,35.10,40.4221695593943564,32.5901277089135631,14.4808535710040908,21.5733333333333333,-37.32,-73.15,294,11.76,OPPOSITION,RAPIDLY_WEAKENING,MAJOR_REALIGNMENT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,7.87,BELOW_TREND,STRONG_COALITION_TIER,-1.15,51.99,75.0,HIGH_PROBABILITY,11.99,STRONG_BRIDGE
2022-2025,3,2024,autumn,M,S,5,76,19,25.00,37.46,13.06,52,1,58,0.37777777777777777,0.6444444444444445,2,34.49,345,38.87,0.00,44.89,35.3448254056102381,28.2383768194297392,15.3589718325718249,25.8900000000000000,-9.49,-27.52,-269,-1.41,OPPOSITION,WEAKENING,MINOR_SHIFT,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_WEAKENING,0.89,ON_TREND,MODERATE_COALITION_TIER,-0.34,54.84,75.0,MODERATE_PROBABILITY,25.00,MODERATE_BRIDGE
2010-2013,2,2011,spring,SD,V,5,336,0,0.00,43.54,19.23,69,65,120,0.5714285714285714,0.6554621848739496,4,0.00,106,60.32,0.00,41.08,43.5015080848896803,11.0109559782770704,16.8613212906541422,0.00000000000000000000,0.00,,230,-16.78,OPPOSITION,STABLE,STABLE,MODERATELY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,STRONG_COALITION_TIER,0.00,41.17,40.0,MODERATE_PROBABILITY,0.00,STRONG_BRIDGE
2018-2021,3,2020,spring,C,V,5,340,32,9.41,4.00,4.23,42,101,67,0.2867132867132867,0.16783216783216784,2,0.00,88,4.39,10.00,20.76,35.7396264906715041,26.3208909707458163,24.0247865724258024,36.4700000000000000,9.41,,252,-0.39,OPPOSITION,STRENGTHENING,MINOR_SHIFT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,27.06,BELOW_TREND,MODERATE_COALITION_TIER,0.36,61.30,75.0,MODERATE_PROBABILITY,6.71,MODERATE_BRIDGE
2006-2009,1,2006,spring,M,S,5,356,0,0.00,49.54,14.57,39,1,80,0.4222222222222222,0.6111111111111112,2,0.00,83,56.29,0.00,66.61,40.0848605728405238,28.2383768194297392,15.3589718325718249,0.85333333333333333333,0.00,,273,-6.75,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_STABLE,0.85,ON_TREND,MODERATE_COALITION_TIER,0.00,40.77,75.0,MODERATE_PROBABILITY,0.00,MODERATE_BRIDGE
2010-2013,1,2010,spring,S,V,5,209,209,100.00,14.25,5.23,1,93,55,0,0.3277310924369748,1,100.00,110,16.29,0.94,18.76,43.5015080848896803,42.8650577785828889,8.1541679500114612,93.3666666666666667,0.00,0.00,99,-2.04,VERY_STRONG_COALITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_WEAKENING,-6.63,ABOVE_TREND,WEAK_COALITION_TIER,0.00,94.16,50.0,MODERATE_PROBABILITY,59.71,WEAK_BRIDGE
2002-2005,1,2002,autumn,L,V,3,90,5,5.56,14.32,8.75,16,71,45,0.16666666666666666,0.2777777777777778,1,,,,0.00,28.41,31.7570277295618059,30.0147176965987602,23.1955269079579201,5.5600000000000000,,,,,OPPOSITION,BASELINE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_DECLINE,0.00,ON_TREND,WEAK_COALITION_TIER,,55.30,75.0,MODERATE_PROBABILITY,2.59,WEAK_BRIDGE
2018-2021,4,2021,spring,C,KD,5,477,0,0.00,3.69,1.43,57,1,29,0.3916083916083916,0.16083916083916083,3,62.50,80,21.69,44.68,19.12,35.7396264906715041,43.0157204927055018,11.3520433922983538,20.8333333333333333,-62.50,-100.00,397,-18.00,OPPOSITION,RAPIDLY_WEAKENING,MAJOR_REALIGNMENT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STRENGTHENING,20.83,BELOW_TREND,MODERATE_COALITION_TIER,-1.45,58.46,75.0,HIGH_PROBABILITY,0.00,MODERATE_BRIDGE
2018-2021,1,2018,spring,L,M,5,451,0,0.00,6.87,3.45,57,37,52,0.3916083916083916,0.2867132867132867,3,100.00,70,6.88,60.00,39.63,35.7396264906715041,42.3953360371198955,6.1227628927940847,47.8733333333333333,-100.00,-100.00,381,-0.01,OPPOSITION,RAPIDLY_WEAKENING,COALITION_BREAKUP,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STRENGTHENING,47.87,BELOW_TREND,MODERATE_COALITION_TIER,-2.36,56.90,90.0,HIGH_PROBABILITY,0.00,MODERATE_BRIDGE
2022-2025,3,2024,spring,C,KD,5,347,97,27.95,31.55,7.17,50,73,101,0.362962962962963,0.6962962962962963,2,35.53,76,34.09,73.44,25.49,34.8557019593299599,43.0157204927055018,11.3520433922983538,21.1600000000000000,-7.58,-21.33,271,-2.54,OPPOSITION,DECLINING,MINOR_SHIFT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STRENGTHENING,-6.79,ABOVE_TREND,MODERATE_COALITION_TIER,-0.18,59.56,75.0,MODERATE_PROBABILITY,15.23,MODERATE_BRIDGE
2022-2025,3,2024,autumn,MP,V,5,76,0,0.00,5.95,3.29,88,1,7,0.6444444444444445,0.08888888888888889,4,0.00,345,11.58,0.00,7.61,35.3448254056102381,39.4425609753850410,8.5232541068768942,6.0600000000000000,0.00,,-269,-5.63,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,6.06,BELOW_TREND,STRONG_COALITION_TIER,0.00,57.23,75.0,MODERATE_PROBABILITY,0.00,STRONG_BRIDGE
2014-2017,3,2016,autumn,-,KD,5,78,0,0.00,63.76,20.35,88,65,114,0.6850393700787402,0.9763779527559056,3,0.00,340,82.12,0.00,51.53,31.0509595457950318,25.4300513473958783,20.6026968062431355,0.00000000000000000000,0.00,,-262,-18.36,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,INCONSISTENT_ALIGNMENT,EXPECTED_STABLE,0.00,ON_TREND,STRONG_COALITION_TIER,0.00,34.77,75.0,MODERATE_PROBABILITY,0.00,STRONG_BRIDGE
2006-2009,3,2008,spring,L,M,5,263,263,100.00,8.39,2.85,1,29,14,0,0.26666666666666666,1,100.00,126,7.15,100.00,7.72,40.0848605728405238,42.3953360371198955,6.1227628927940847,100.0000000000000000,0.00,0.00,137,1.24,VERY_STRONG_COALITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,WEAK_COALITION_TIER,0.00,96.63,50.0,MODERATE_PROBABILITY,73.88,WEAK_BRIDGE
2018-2021,1,2018,autumn,L,S,3,70,70,100.00,19.44,3.82,1,73,27,0,0.7037037037037037,1,100.00,392,26.14,73.84,32.95,39.0017827824269138,35.6241446586698827,15.4404333306926789,75.2300000000000000,0.00,0.00,-322,-6.70,VERY_STRONG_COALITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_WEAKENING,-24.77,ABOVE_TREND,WEAK_COALITION_TIER,0.00,93.02,50.0,MODERATE_PROBABILITY,79.55,WEAK_BRIDGE
2014-2017,1,2014,spring,KD,SD,5,343,149,43.44,41.19,7.25,70,73,98,0.5433070866141733,0.8031496062992126,3,48.98,49,41.61,0.00,24.93,40.4221695593943564,40.3255462400145989,13.4062859219927956,52.4266666666666667,-5.54,-11.31,294,-0.42,WEAK_COALITION,DECLINING,MINOR_SHIFT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_WEAKENING,8.99,BELOW_TREND,STRONG_COALITION_TIER,-0.14,62.84,75.0,MODERATE_PROBABILITY,38.01,STRONG_BRIDGE
2022-2025,3,2024,autumn,C,V,5,76,0,0.00,18.14,8.21,88,1,38,0.6444444444444445,0.2740740740740741,4,0.00,345,11.39,0.00,8.93,35.3448254056102381,26.3208909707458163,24.0247865724258024,3.7866666666666667,0.00,,-269,6.75,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,3.79,ON_TREND,STRONG_COALITION_TIER,0.00,52.10,75.0,MODERATE_PROBABILITY,0.00,STRONG_BRIDGE
2010-2013,1,2010,spring,L,M,5,209,209,100.00,6.09,2.30,1,93,12,0,0.13445378151260504,1,100.00,110,9.72,100.00,6.39,43.5015080848896803,42.3953360371198955,6.1227628927940847,100.0000000000000000,0.00,0.00,99,-3.63,VERY_STRONG_COALITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,WEAK_COALITION_TIER,0.00,97.48,50.0,MODERATE_PROBABILITY,59.71,WEAK_BRIDGE
2018-2021,4,2021,spring,-,S,5,477,0,0.00,8.92,4.66,57,1,77,0.3916083916083916,0.42657342657342656,2,18.75,80,20.56,32.81,23.87,35.7396264906715041,26.6347652841005985,25.0985462491062522,9.3866666666666667,-18.75,-100.00,397,-11.64,OPPOSITION,RAPIDLY_WEAKENING,SIGNIFICANT_SHIFT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STRENGTHENING,9.39,BELOW_TREND,MODERATE_COALITION_TIER,-0.70,55.93,75.0,HIGH_PROBABILITY,0.00,MODERATE_BRIDGE
2018-2021,4,2021,autumn,S,SD,5,80,51,63.75,17.40,17.75,38,37,131,0.2740740740740741,0.5851851851851851,2,0.00,340,16.23,0.00,6.11,39.0017827824269138,18.1132739816227959,14.3534453819747868,21.2500000000000000,63.75,,-260,1.17,MODERATE_COALITION,RAPIDLY_STRENGTHENING,MAJOR_REALIGNMENT,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_WEAKENING,-42.50,ABOVE_TREND,MODERATE_COALITION_TIER,3.52,74.96,50.0,HIGH_PROBABILITY,57.95,MODERATE_BRIDGE
2018-2021,3,2020,spring,KD,SD,5,340,0,0.00,4.26,4.84,57,101,79,0.3916083916083916,0.18181818181818182,3,0.00,88,7.14,53.75,14.60,35.7396264906715041,40.3255462400145989,13.4062859219927956,0.00000000000000000000,0.00,,252,-2.88,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STRENGTHENING,0.00,ON_TREND,MODERATE_COALITION_TIER,0.00,57.27,75.0,MODERATE_PROBABILITY,0.00,MODERATE_BRIDGE
2022-2025,4,2025,spring,L,MP,5,388,0,0.00,53.74,9.05,71,37,120,0.5185185185185185,0.9777777777777777,3,0.00,64,54.37,,,34.8557019593299599,35.4718366942119591,16.8043965420271214,0.00000000000000000000,0.00,,324,-0.63,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,NO_FORECAST,0.00,ON_TREND,STRONG_COALITION_TIER,0.00,41.16,75.0,MODERATE_PROBABILITY,0.00,STRONG_BRIDGE
2006-2009,4,2009,autumn,KD,L,5,157,157,100.00,4.10,2.49,1,1,15,0,0.04819277108433735,1,100.00,263,3.17,100.00,8.08,42.6957896880496614,41.7452202342232544,5.7022096929634243,100.0000000000000000,0.00,0.00,-106,0.93,VERY_STRONG_COALITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,WEAK_COALITION_TIER,0.00,98.02,50.0,MODERATE_PROBABILITY,100.00,WEAK_BRIDGE
2022-2025,1,2022,autumn,C,SD,4,47,21,44.68,17.82,17.57,41,73,85,0.2962962962962963,0.2518518518518518,2,0.00,477,2.89,0.00,6.09,35.3448254056102381,30.1988374389920293,12.4561172120368232,36.1433333333333333,44.68,,-430,14.93,WEAK_COALITION,RAPIDLY_STRENGTHENING,MAJOR_REALIGNMENT,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_WEAKENING,-8.54,ABOVE_TREND,MODERATE_COALITION_TIER,1.48,67.26,75.0,HIGH_PROBABILITY,27.63,MODERATE_BRIDGE
2018-2021,4,2021,autumn,L,SD,5,80,51,63.75,11.49,18.78,38,37,135,0.2740740740740741,0.3925925925925926,2,0.00,340,8.47,0.00,3.32,39.0017827824269138,39.7692273833257498,11.6236146080105200,21.2500000000000000,63.75,,-260,3.02,MODERATE_COALITION,RAPIDLY_STRENGTHENING,MAJOR_REALIGNMENT,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_WEAKENING,-42.50,ABOVE_TREND,MODERATE_COALITION_TIER,1.60,76.42,50.0,HIGH_PROBABILITY,57.95,MODERATE_BRIDGE
2014-2017,1,2014,autumn,M,V,3,49,0,0.00,59.50,10.39,88,101,62,0.6850393700787402,0.937007874015748,4,0.00,350,63.54,0.00,60.96,31.0509595457950318,22.9873958437592972,26.6916718716994855,0.00000000000000000000,0.00,,-301,-4.04,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,STRONG_COALITION_TIER,0.00,39.03,75.0,MODERATE_PROBABILITY,0.00,STRONG_BRIDGE
2018-2021,2,2019,autumn,-,L,3,55,55,100.00,18.02,13.61,1,101,110,0,0.6296296296296297,1,0.00,451,25.52,0.00,61.99,39.0017827824269138,30.3655471930394038,20.9147812167838784,33.3333333333333333,100.00,,-396,-7.50,VERY_STRONG_COALITION,RAPIDLY_STRENGTHENING,COALITION_FORMATION,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_WEAKENING,-66.67,ABOVE_TREND,WEAK_COALITION_TIER,3.29,90.51,50.0,HIGH_PROBABILITY,62.50,WEAK_BRIDGE
2018-2021,3,2020,autumn,-,C,5,88,0,0.00,7.87,4.72,95,1,38,0.6962962962962963,0.2814814814814815,3,0.00,325,65.50,9.41,9.15,39.0017827824269138,28.2698431505736166,23.0936108071782822,33.3333333333333333,0.00,,-237,-57.63,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_IMPROVEMENT,33.33,BELOW_TREND,STRONG_COALITION_TIER,0.00,56.22,75.0,MODERATE_PROBABILITY,0.00,STRONG_BRIDGE
2014-2017,1,2014,autumn,L,S,3,49,25,51.02,29.27,12.37,19,101,68,0.14173228346456693,0.6535433070866141,1,0.00,350,36.76,13.70,34.48,31.0509595457950318,35.6241446586698827,15.4404333306926789,19.4033333333333333,51.02,,-301,-7.49,MODERATE_COALITION,RAPIDLY_STRENGTHENING,MAJOR_REALIGNMENT,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_WEAKENING,-31.62,ABOVE_TREND,WEAK_COALITION_TIER,1.43,67.92,50.0,HIGH_PROBABILITY,22.94,WEAK_BRIDGE
2018-2021,4,2021,spring,L,S,5,477,0,0.00,2.78,0.89,57,1,14,0.3916083916083916,0.11888111888111888,4,72.50,80,7.10,61.70,12.99,35.7396264906715041,35.6241446586698827,15.4404333306926789,27.3033333333333333,-72.50,-100.00,397,-4.32,OPPOSITION,RAPIDLY_WEAKENING,COALITION_BREAKUP,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STRENGTHENING,27.30,BELOW_TREND,MODERATE_COALITION_TIER,-2.04,58.90,90.0,HIGH_PROBABILITY,0.00,MODERATE_BRIDGE
2018-2021,3,2020,autumn,C,L,5,88,0,0.00,6.25,9.81,95,1,84,0.6962962962962963,0.17037037037037037,4,100.00,411,5.61,9.41,2.64,39.0017827824269138,42.6688076950033065,10.3190271017155168,66.6666666666666667,-100.00,-100.00,-323,0.64,OPPOSITION,RAPIDLY_WEAKENING,COALITION_BREAKUP,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_IMPROVEMENT,66.67,BELOW_TREND,STRONG_COALITION_TIER,-2.34,55.18,90.0,HIGH_PROBABILITY,0.00,STRONG_BRIDGE
2022-2025,2,2023,autumn,C,SD,5,44,3,6.82,36.71,20.93,79,101,99,0.5777777777777777,0.6296296296296297,3,0.00,637,6.09,0.00,19.97,35.3448254056102381,30.1988374389920293,12.4561172120368232,17.1666666666666667,6.82,,-593,30.62,OPPOSITION,IMPROVING,MINOR_SHIFT,HIGHLY_VOLATILE_PAIR,INCONSISTENT_ALIGNMENT,EXPECTED_DECLINE,10.35,BELOW_TREND,STRONG_COALITION_TIER,0.23,45.44,75.0,MODERATE_PROBABILITY,3.95,STRONG_BRIDGE
2014-2017,4,2017,autumn,M,SD,5,109,0,0.00,10.67,6.47,88,1,26,0.6850393700787402,0.14960629921259844,4,13.06,360,8.21,0.00,6.75,31.0509595457950318,40.3553429492992360,14.3570095965544146,4.3533333333333333,-13.06,-100.00,-251,2.46,OPPOSITION,WEAKENING,SIGNIFICANT_SHIFT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,4.35,ON_TREND,STRONG_COALITION_TIER,-0.32,54.86,75.0,HIGH_PROBABILITY,0.00,STRONG_BRIDGE
2018-2021,4,2021,spring,C,V,5,477,0,0.00,1.44,0.59,57,1,6,0.3916083916083916,0.027972027972027972,3,10.00,80,20.76,0.00,25.58,35.7396264906715041,26.3208909707458163,24.0247865724258024,6.4700000000000000,-10.00,-100.00,397,-19.32,OPPOSITION,WEAKENING,SIGNIFICANT_SHIFT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,6.47,BELOW_TREND,MODERATE_COALITION_TIER,-0.38,59.39,75.0,MODERATE_PROBABILITY,0.00,MODERATE_BRIDGE
2006-2009,4,2009,autumn,L,V,5,157,0,0.00,76.91,1.84,45,1,8,0.5301204819277109,0.9397590361445783,3,0.00,263,68.20,0.00,74.13,42.6957896880496614,30.0147176965987602,23.1955269079579201,0.00000000000000000000,0.00,,-106,8.71,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STABLE,0.00,ON_TREND,STRONG_COALITION_TIER,0.00,36.38,75.0,MODERATE_PROBABILITY,0.00,STRONG_BRIDGE
2014-2017,3,2016,autumn,S,SD,5,78,0,0.00,53.38,18.30,88,65,108,0.6850393700787402,0.8976377952755905,3,0.00,277,43.66,13.06,39.74,31.0509595457950318,18.1132739816227959,14.3534453819747868,8.7733333333333333,0.00,,-199,9.72,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_STRENGTHENING,8.77,BELOW_TREND,STRONG_COALITION_TIER,0.00,38.50,75.0,MODERATE_PROBABILITY,0.00,STRONG_BRIDGE
2002-2005,4,2005,spring,KD,L,6,273,27,9.89,4.85,5.70,15,43,18,0.2028985507246377,0.043478260869565216,1,0.00,167,10.63,75.90,11.02,25.4699644944184949,41.7452202342232544,5.7022096929634243,3.2966666666666667,9.89,,106,-5.78,OPPOSITION,STRENGTHENING,MINOR_SHIFT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STRENGTHENING,-6.59,ABOVE_TREND,WEAK_COALITION_TIER,0.24,60.79,75.0,MODERATE_PROBABILITY,7.89,WEAK_BRIDGE
2010-2013,4,2013,spring,MP,S,5,350,0,0.00,5.29,2.72,69,1,18,0.5714285714285714,0.10084033613445378,3,0.00,139,10.27,51.02,1.91,43.5015080848896803,41.6432407148935695,10.9167498235014098,0.00000000000000000000,0.00,,211,-4.98,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STRENGTHENING,0.00,ON_TREND,STRONG_COALITION_TIER,0.00,57.60,75.0,MODERATE_PROBABILITY,0.00,STRONG_BRIDGE
2006-2009,3,2008,autumn,MP,S,5,126,1,0.79,12.53,11.78,36,22,60,0.42168674698795183,0.30120481927710846,2,0.00,229,8.66,36.50,6.79,42.6957896880496614,41.6432407148935695,10.9167498235014098,1.32666666666666666667,0.79,,-103,3.87,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,MODERATE_CONSISTENCY,EXPECTED_STRENGTHENING,0.54,ON_TREND,MODERATE_COALITION_TIER,0.02,53.02,75.0,MODERATE_PROBABILITY,0.63,MODERATE_BRIDGE
2022-2025,2,2023,spring,C,KD,5,345,0,0.00,45.66,4.03,71,109,48,0.5185185185185185,0.9037037037037037,4,6.82,44,41.33,35.53,34.09,34.8557019593299599,43.0157204927055018,11.3520433922983538,2.2733333333333333,-6.82,-100.00,301,4.33,OPPOSITION,DECLINING,MINOR_SHIFT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STRENGTHENING,2.27,ON_TREND,STRONG_COALITION_TIER,-0.16,45.09,75.0,MODERATE_PROBABILITY,0.00,STRONG_BRIDGE
2014-2017,1,2014,spring,MP,SD,5,343,0,0.00,8.27,5.66,91,73,69,0.7086614173228346,0.2677165354330709,4,0.00,49,36.71,26.32,52.96,40.4221695593943564,16.5906213934928375,15.7971631067803507,0.00000000000000000000,0.00,,294,-28.44,OPPOSITION,STABLE,STABLE,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STRENGTHENING,0.00,ON_TREND,STRONG_COALITION_TIER,0.00,55.82,75.0,MODERATE_PROBABILITY,0.00,STRONG_BRIDGE
2014-2017,2,2015,autumn,M,S,4,95,34,35.79,28.70,8.38,39,37,49,0.2992125984251969,0.6141732283464567,2,13.70,343,44.25,100.00,17.72,31.0509595457950318,28.2383768194297392,15.3589718325718249,33.5033333333333333,22.09,161.24,-248,-15.55,WEAK_COALITION,RAPIDLY_STRENGTHENING,MAJOR_REALIGNMENT,HIGHLY_VOLATILE_PAIR,HIGH_CONSISTENCY,EXPECTED_STRENGTHENING,-2.29,ON_TREND,MODERATE_COALITION_TIER,0.78,63.19,75.0,HIGH_PROBABILITY,31.19,MODERATE_BRIDGE
2022-2025,2,2023,autumn,C,MP,5,44,5,11.36,36.24,27.71,75,101,117,0.5481481481481482,0.6222222222222222,3,63.89,637,4.89,0.00,7.34,35.3448254056102381,33.0995269975325979,16.8469376583807938,25.0833333333333333,-52.53,-82.22,-593,31.35,OPPOSITION,RAPIDLY_WEAKENING,MAJOR_REALIGNMENT,HIGHLY_VOLATILE_PAIR,INCONSISTENT_ALIGNMENT,EXPECTED_WEAKENING,13.72,BELOW_TREND,STRONG_COALITION_TIER,-1.59,45.36,75.0,HIGH_PROBABILITY,6.58,STRONG_BRIDGE
