hjid,header,number_value,parties,proposal_issue_number,proposal_type,against_proposal_list_agains_0
2504968,Finansiering av e-böcker,11,"""V""",11,reservation,2504957
2682891,"",32,"""S""",23,reservation,2682859
3137047,"",9,"""MP""",9,reservation,3137038
2692919,"",1,"""C""",1,reservation,2692918
2332710,Renodlat personval ,12,"""m"",""c"",""fp""",11,reservation,2332698
2304870,"",14,"""C""",8,reservation,2304856
2688018,"En regel om att begränsa fastighetsskatten genom skattereduktion, m.m. ",2,"""kd""",1,reservation,2688016
2686764,"",8,"""M""",6,reservation,2686756
2407627,Principer för en hållbar svensk politik i fråga om valar,1,"""m""",1,reservation,2407626
2330145,"",5,"""MP""",4,reservation,2330140
2297191,Hot och våld mot kulturarbetare,5,"""SD""",7,reservation,2297186
2511238,Kroppsvisitering vid LVM-hem ,19,"""m"",""c"",""fp"",""kd""",16,reservation,2511219
2659062,Länsstyrelsernas ledning,2,"""c""",2,reservation,2659060
3357571,Jämställd arbetsmarknad,1,"""s"",""v"",""mp""",1,reservation,3357570
2489572,Nya kollektivtrafiksystem,8,"""V""",8,reservation,2489564
2366026,"",12,"""C""",6,reservation,2366014
3363371,"",9,"""V""",6,reservation,3363362
2418550,"",10,"""SD""",4,reservation,2418540
2381461,"",7,"""SD""",3,reservation,2381454
2344910,"",12,"""KD""",7,reservation,2344898
2350608,"Redovisning av koldioxidutsläpp, m.m.",3,"""v""",5,reservation,2350605
2471118,"",16,"""V""",15,reservation,2471102
2704809,"",2,"""SD"",""V"",""KD""",3,reservation,2704807
3360096,"",19,"""M""",6,reservation,3360077
2469932,Det civilrättsliga sanktionsdirektivet,7,"""V""",8,reservation,2469925
3360808,"",9,"""M"",""KD""",9,reservation,3360799
3384757,"",14,"""V"",""C""",12,reservation,3384743
2298964,Betygssystemet i högre utbildning,5,"""m"",""c"",""fp"",""kd""",9,reservation,2298959
2595402,Cykelstrategi,7,"""mp""",18,reservation,2595395
2425930,Riksnormen,1,"""v""",2,reservation,2425929
1042674,"",19,"""V""",8,reservation,1042655
2643414,Flyktingkvoten,7,"""m"",""c"",""fp"",""kd""",9,reservation,2643407
2641620,"",12,"""KD""",5,reservation,2641608
3358438,Upphandling av livsmedel,1,"""S"",""V""",1,reservation,3358437
2652565,Förmånssystem,22,"""m"",""c"",""fp"",""kd""",23,reservation,2652543
2658145,Fonogramstödet och Caprice Records,25,"""s"",""v"",""mp""",19,reservation,2658120
2440967,"",17,"""MP""",12,reservation,2440950
2553841,Pensionspremier vid tjänstledighet för upprätthållande av annan anställning,6,"""kd""",5,reservation,2553835
2550391,"",29,"""KD""",9,reservation,2550362
2496147,"",1,"""M"",""L"",""KD""",2,reservation,2496146
2500609,Företagshälsovård m.m.,2,"""s"",""v"",""mp""",2,reservation,2500607
2464709,Deltidsbegränsningen,8,"""SD""",5,reservation,2464701
1112665,Nytt resurstilldelningssystem,2,"""S"",""V""",2,reservation,1112663
2642381,Socialtjänstlagen och kommunallagen,35,"""m""",27,reservation,2642346
2414425,"",6,"""V""",3,reservation,2414419
2485992,Fempunktsprogram för introduktion,17,"""s""",23,reservation,2485975
2319934,Brottsförebyggande åtgärder,68,"""m""",60,reservation,2319866
2484405,"",24,"""S"",""V"",""MP""",14,reservation,2484381
1031475,"",29,"""MP""",10,reservation,1031446
2459725,"",6,"""M"",""KD""",4,reservation,2459719
2357703,"",7,"""S"",""V"",""C"",""MP""",3,reservation,2357696
2377070,"",46,"""C""",31,reservation,2377024
2482335,Tillväxtverkets stöd till socialt företagande,4,"""S"",""MP"",""V""",2,reservation,2482328
2410062,"",10,"""SD""",6,reservation,2410052
2705032,Speciella villkor för studiemedel,5,"""s"",""v""",6,reservation,2705027
2482156,Näringspolitikens inriktning,4,"""V""",1,reservation,2482152
3365405,Dubbelregistrering av älgjakt m.m.,9,"""m""",8,reservation,3365396
2562690,Uttag av pension från 55 års ålder,20,"""m"",""fp""",19,reservation,2562670
3362569,"",3,"""C""",2,reservation,3362566
2487054,"",6,"""C"",""KD""",9,reservation,2487048
2304164,"",13,"""C""",14,reservation,2304151
2335623,"",18,"""V""",15,reservation,2335605
2672233,"",15,"""C""",14,reservation,2672218
2317643,Jämställdhetsaspekter,3,"""m""",4,reservation,2317638
2480199,EU:s klimatmål,15,"""S"",""MP"",""V""",14,reservation,2480184
2649408,Transporter av slaktdjur ,12,"""c"",""fp""",28,reservation,2649396
2640651,"",3,"""V""",3,reservation,2640648
2633740,"",6,"""SD""",3,reservation,2633734
2361743,Prümrådsbeslutet,2,"""s"",""v"",""mp""",2,reservation,2361741
2310171,"",20,"""C""",9,reservation,2310151
2524302,Målsättningsstadgande för jämställdhet,9,"""v""",5,reservation,2524293
2431163,"",11,"""M""",7,reservation,2431152
2320549,Ett nytt system för inkomstutjämning,4,"""m""",2,reservation,2320545
2507355,Israel och de palestinska områdena,4,"""MP""",2,reservation,2507351
2356575,"",40,"""S""",40,reservation,2356535
2436479,Utgångspunkter och mål för transportpolitiken ,3,"""c""",1,reservation,2436476
2339838,"",3,"""KD""",6,reservation,2339835
1057488,"",18,"""V""",7,reservation,1057470
3359690,Utvärdering av förbudet mot köp av sexuell tjänst,13,"""s"",""v"",""mp""",15,reservation,3359677
2424523,Krishantering på nationell nivå,1,"""m"",""c"",""fp"",""kd""",1,reservation,2424521
2404817,Boende och buller m.m.,1,"""m"",""c"",""fp"",""kd""",1,reservation,2404816
1057524,"",1,"""S"",""C""",2,reservation,1057523
2529304,Insatser för postdoktorala akademiker,22,"""m""",17,reservation,2529282
2327261,Lekterapi,10,"""MP""",11,reservation,2327251
3361753,Förnyad medicinsk bedömning,3,"""v""",2,reservation,3361750
2566710,Smittsamma sjukdomar och andra hälsohot,32,"""s"",""v"",""mp""",34,reservation,2566678
2484701,"",6,"""S"",""MP""",7,reservation,2484695
2596273,Främjande av internationella biståndsströmmar,1,"""mp""",6,reservation,2596272
2521224,"",53,"""KD""",45,reservation,2521171
1111519,Översiktsplanering,4,"""MP""",3,reservation,1111515
3362852,Fiskerikontrollen,51,"""fp""",44,reservation,3362801
2701201,Skolans ansvar för ANT-undervisning ,57,"""kd""",41,reservation,2701144
2607815,Polisförsörjningen,7,"""m"",""c"",""fp""",8,reservation,2607808
2589248,"",11,"""M"",""SD""",7,reservation,2589237
2575783,"",18,"""M"",""C""",8,reservation,2575765
2706549,"",1,"""M"",""C"",""KD"",""L""",1,reservation,2706548
2663632,"",2,"""C""",1,reservation,2663630
2402567,"",3,"""C""",2,reservation,2402564
2610021,"",13,"""S""",10,reservation,2610008
2572109,Inriktning av studievägar i övrigt,78,"""kd""",68,reservation,2572031
2345979,"",7,"""SD""",6,reservation,2345972
2443279,"",31,"""KD""",31,reservation,2443248
2615030,"",18,"""SD""",8,reservation,2615012
2523139,"",10,"""C""",4,reservation,2523129
2291845,"",7,"""SD"",""KD""",2,reservation,2291838
2496538,"",17,"""MP""",10,reservation,2496521
2382247,"",19,"""M""",25,reservation,2382228
2627278,"",3,"""M""",5,reservation,2627275
1042694,"",8,"""MP""",5,reservation,1042686
1057476,"",6,"""S""",3,reservation,1057470
2330917,Utbyggande av e-bio,23,"""c"",""v""",34,reservation,2330894
2367187,"",3,"""MP""",2,reservation,2367184
2485540,Vissa lagstiftningsfrågor,10,"""c""",9,reservation,2485530
3361848,Barnperspektiv vid handläggning av ekonomiskt bistånd,8,"""v""",9,reservation,3361840
2574020,Jämställdhet,9,"""s"",""v"",""mp""",16,reservation,2574011
2521430,Reducerad mervärdesskatt för vissa varor och tjänster,1,"""v""",1,reservation,2521429
2686348,"",35,"""MP""",11,reservation,2686313
2459332,"",5,"""M"",""SD"",""KD""",4,reservation,2459327
2648503,Svensk energipolitik ,18,"""m""",16,reservation,2648485
2312752,Utgiftstak för staten (avsnitt 2.4),11,"""fp""",4,reservation,2312741
2655448,Utredning om musik- och kulturskolan,4,"""S"",""MP"",""V""",4,reservation,2655444
3360777,"",11,"""SD""",7,reservation,3360766
2398891,"",27,"""KD""",7,reservation,2398864
2344966,Anpassningar till direktivet om räntor och royalties,1,"""kd""",1,reservation,2344965
2370573,Skriftliga omdömen i ordning och uppförande,36,"""fp"",""kd""",33,reservation,2370537
2482265,"",4,"""V""",4,reservation,2482261
3358463,Ändrade ramar för utgiftsområden och ändrade anslag,1,"""SD""",10,reservation,3358462
2454266,"",8,"""C""",4,reservation,2454258
2618429,Utveckling av insatser riktade till våldsutövare,7,"""s"",""v"",""mp""",9,reservation,2618422
2366597,WHO:s ramkonvention,1,"""MP"",""V""",1,reservation,2366596
2365352,"",68,"""KD""",22,reservation,2365284
2475068,"",6,"""KD""",2,reservation,2475062
2329713,Utgifterna m.m. inom utgiftsområde 6 för budgetåret 2004,1,"""fp""",1,reservation,2329712
2384112,"",2,"""M"",""C"",""L"",""KD""",2,reservation,2384110
2456305,"",30,"""SD""",16,reservation,2456275
2501293,"",110,"""MP""",57,reservation,2501183
2311804,Producentansvar,2,"""s""",3,reservation,2311802
2301389,Elområden,1,"""S""",2,reservation,2301388
2494130,Rätten till omprövning av särskoleplacering,10,"""kd""",10,reservation,2494120
2604603,"",8,"""V"",""MP""",4,reservation,2604595
2317855,"",8,"""C""",15,reservation,2317847
2474685,Bosparande och försörjningsstöd,11,"""v""",8,reservation,2474674
2652252,Svårt sjuka barn,21,"""kd""",15,reservation,2652230
2430064,Bilder från s.k. fartkameror,3,"""SD""",4,reservation,2430061
2459611,"De gröna näringarnas arbete med att utveckla varumärken, produkter och identitet",2,"""S"",""SD""",2,reservation,2459609
2445055,Arbetsvillkoret,7,"""MP"",""V""",3,reservation,2445048
1045655,"",22,"""S""",18,reservation,1045633
2402044,"",9,"""SD""",4,reservation,2402035
2433991,"",1,"""M""",1,reservation,2433990
2701179,Nationella prov ,35,"""m"",""fp""",22,reservation,2701144
2317583,Vistelsekommunens ansvar,46,"""m"",""c"",""fp"",""kd""",25,reservation,2317537
2297688,"",6,"""SD""",4,reservation,2297682
2316138,"",5,"""M""",5,reservation,2316133
1112447,Hälso- och sjukvården m.m.,4,"""S"",""V""",10,reservation,1112443
3361987,"",9,"""M"",""KD""",7,reservation,3361978
2323218,BTP för boende i tvåbäddsrum ,2,"""m"",""c"",""fp""",2,reservation,2323216
2471345,Närradiokommission,2,"""kd""",3,reservation,2471343
2698377,Taxebestämmelser,30,"""m""",20,reservation,2698347
2635217,"",17,"""M""",16,reservation,2635200
2514647,Miljö- och säkerhetsfrågor m.m.,2,"""m"",""c"",""fp"",""kd""",2,reservation,2514645
2430359,"",28,"""SD""",17,reservation,2430331
3361902,"",19,"""M""",10,reservation,3361883
2584349,Nationellt Alfred Nobelmuseum ,19,"""kd""",32,reservation,2584330
2405403,"",11,"""SD""",6,reservation,2405392
2485154,"",47,"""V""",23,reservation,2485107
2521434,Uppgift om arbetsgivaravgifter m.m. på slutskattsedel och lönebesked,5,"""s"",""v""",11,reservation,2521429
2295935,Kulturarvets betydelse och inventering av kulturhistoriska miljöer,3,"""c""",2,reservation,2295932
2317051,Institutionsvårdens kvalitet,43,"""c""",37,reservation,2317008
2629400,"",10,"""SD""",9,reservation,2629390
3358951,Konsumenträttigheter inom livsmedelsområdet,22,"""c"",""kd""",28,reservation,3358929
2546081,Det civila samhället och den sociala ekonomin,6,"""c""",12,reservation,2546074
2448470,"",7,"""M"",""C"",""KD""",4,reservation,2448463
2605552,Avskaffande av specialdomstolarna,24,"""m"",""fp""",27,reservation,2605528
3392532,"",10,"""MP""",8,reservation,3392522
2471433,Svenska för invandrare (sfi) m.m.,7,"""v""",5,reservation,2471426
2674897,"",9,"""KD""",7,reservation,2674888
2686726,"",3,"""SD""",2,reservation,2686723
3359124,Ett differentierat strandskydd,3,"""s"",""v"",""mp""",5,reservation,3359121
2552615,Retroaktiva namnbyten,2,"""v""",2,reservation,2552613
1057040,"",6,"""MP""",4,reservation,1057034
2591353,Övriga frågor om stöd till offer för människohandel,6,"""kd""",10,reservation,2591347
2304181,"",30,"""MP""",32,reservation,2304151
2428154,Psykiskt störda missbrukare,22,"""m""",15,reservation,2428132
2312180,"",1,"""SD""",1,reservation,2312179
3363370,"",8,"""C""",5,reservation,3363362
2473854,Energianvändning i bostäder och lokaler,5,"""s"",""v"",""mp""",4,reservation,2473849
3365632,Konkurrensvillkor,56,"""m"",""c"",""fp"",""kd""",58,reservation,3365576
1111350,Lag om sluten kontanthantering i detaljhandeln,12,"""M"",""FP"",""C"",""KD""",13,reservation,1111338
2696411,"",2,"""M"",""SD""",2,reservation,2696409
3360549,Avlopp,52,"""mp""",32,reservation,3360497
2417241,Förändring av ersättningen för produktionsbortfall vid epizootiutbrott,1,"""c""",2,reservation,2417240
2570401,"",1,"""V""",1,reservation,2570400
2488300,"",10,"""C""",7,reservation,2488290
3359860,"",9,"""SD""",3,reservation,3359851
2403277,"",1,"""SD""",1,reservation,2403276
2369959,"",2,"""SD""",1,reservation,2369957
2510775,"",12,"""MP""",7,reservation,2510763
2697514,"",1,"""SD""",1,reservation,2697513
2697091,"",21,"""SD""",12,reservation,2697070
3360141,"",8,"""V""",4,reservation,3360133
2302661,Lokal och regional scenkonst,12,"""V""",12,reservation,2302649
2298298,"",27,"""V""",13,reservation,2298271
1045498,"",15,"""MP""",9,reservation,1045483
3358585,Regelförenklingsarbetet,2,"""v""",1,reservation,3358581
2414175,"",2,"""V"",""MP""",3,reservation,2414173
2657033,Säkra länder,25,"""kd""",17,reservation,2657008
2301608,"",15,"""S""",7,reservation,2301593
2558088,"",30,"""V""",11,reservation,2558058
2317749,Tillgänglighetsreform,10,"""fp""",10,reservation,2317739
2676345,"",4,"""SD""",3,reservation,2676340
2529180,Tillsyn över efterlevnaden av lagen om etikprövning av forskning som avser människor,19,"""kd""",11,reservation,2529161
2469238,"",22,"""MP""",13,reservation,2469216
2594128,Ansvar och samverkan,3,"""SD""",1,reservation,2594125
2317663,Producentoberoende information och utbildning till hälso- och sjukvårdspersonal,16,"""m""",17,reservation,2317638
2541394,Diskriminering av lesbiska par vid assisterad befruktning m.m.,9,"""mp""",11,reservation,2541385
2518404,"",27,"""SD""",20,reservation,2518377
2501187,"",4,"""S""",5,reservation,2501183
2296445,"",11,"""S"",""MP""",7,reservation,2296431
2673459,Naturvården och biologisk mångfald,17,"""kd"",""mp""",11,reservation,2673442
2649833,Sektorsansvaret m.m. ,3,"""c""",2,reservation,2649830
2326815,"",18,"""KD""",11,reservation,2326797
2605569,Forskning om ekonomisk brottslighet,41,"""kd""",43,reservation,2605528
1110537,Brottsoffer - övergripande frågor,1,"""MP"",""V""",1,reservation,1110536
2364424,"",17,"""V""",13,reservation,2364407
2304248,"",15,"""C""",10,reservation,2304233
2513530,"",19,"""SD""",8,reservation,2513511
2309390,Ombudsarvoden ,12,"""mp""",18,reservation,2309378
3365452,Sveriges nationella klimatmål för perioden 2008-2012,9,"""mp""",11,reservation,3365443
1113310,"Fördelning av utgifter 2013, 2014 och 2015",9,"""S""",3,reservation,1113301
2398699,Försvarets utformning,1,"""s"",""v""",2,reservation,2398698
1057238,"",6,"""S""",4,reservation,1057232
2361943,Godkännande av utkastet till rådsbeslut,1,"""v"",""mp""",1,reservation,2361942
3365274,"",15,"""S"",""V"",""MP""",9,reservation,3365259
2613412,"",3,"""V""",1,reservation,2613409
1113436,Vårdbidrag,43,"""S"",""MP""",37,reservation,1113393
2598972,Rätten att flytta,12,"""m""",8,reservation,2598960
2376992,Tydligare förutsättningar för familjehem,6,"""mp""",9,reservation,2376986
2300155,Kina,8,"""S"",""MP"",""V""",18,reservation,2300147
2585668,"",5,"""SD""",6,reservation,2585662
2389442,"",67,"""KD""",17,reservation,2389375
1094891,"",5,"""S"",""V"",""MP""",4,reservation,1094886
1045172,"",4,"""MP""",4,reservation,1045168
2428006,"",11,"""C""",5,reservation,2427995
2450141,En bredare energiöverenskommelse,5,"""S"",""V""",2,reservation,2450136
2590304,Finansieringsprincipen,7,"""m"",""c"",""fp"",""kd""",6,reservation,2590297
2604988,"Bär, svamp och kottar",8,"""SD""",9,reservation,2604980
2498816,Parkeringsfrågor,6,"""mp""",10,reservation,2498810
1081200,"",3,"""MP""",3,reservation,1081197
2489365,"",1,"""V""",2,reservation,2489364
2380725,"",1,"""KD""",1,reservation,2380724
2465616,Personalförsörjning inom hälso- och sjukvården,16,"""kd""",10,reservation,2465600
2641748,"",23,"""C""",14,reservation,2641725
2539200,Anslagen för 2003 under utgiftsområde 7 Internationellt bistånd,1,"""m""",1,reservation,2539199
2462905,Bostadsförvaltning,11,"""m""",7,reservation,2462891
2630468,"",15,"""MP""",12,reservation,2630453
2673488,Läkemedels miljöpåverkan,46,"""fp"",""kd""",35,reservation,2673442
2492563,Avskaffad preskriptionstid för sexualbrott mot barn,16,"""kd""",17,reservation,2492541
2704989,"",8,"""M"",""C"",""L"",""KD""",5,reservation,2704981
1042736,"",21,"""V""",13,reservation,1042715
2298607,Kommunernas bostadsförsörjningsansvar,17,"""V""",10,reservation,2298590
2705615,"",5,"""M""",5,reservation,2705610
2493909,Kontaktperson för brottsoffer,20,"""v""",26,reservation,2493889
1112794,Frontex,7,"""V""",17,reservation,1112787
2403986,"",10,"""V""",5,reservation,2403976
2331911,Europakonventionen och regeringsformen ,1,"""m""",2,reservation,2331910
2344944,"",10,"""MP""",4,reservation,2344934
3364311,"",9,"""FP""",10,reservation,3364302
2304875,"",19,"""C""",9,reservation,2304856
2294451,"",3,"""SD""",2,reservation,2294448
2502719,"",23,"""KD""",9,reservation,2502696
2292632,"",43,"""S"",""V"",""MP""",27,reservation,2292589
3364197,"",1,"""M""",1,reservation,3364196
2486109,Transportörsansvar,13,"""v""",9,reservation,2486096
2380289,"Ansvar för förebyggande arbete mot naturkatastrofer, m.m.",1,"""fp""",2,reservation,2380288
2297472,"",2,"""L""",4,reservation,2297470
2296753,"",12,"""SD""",11,reservation,2296741
2545143,Vistelsebegreppet,1,"""s"",""v"",""mp""",1,reservation,2545142
2330728,"",8,"""V""",8,reservation,2330720
2455891,Omlokalisering av Riksutställningar,19,"""m"",""fp"",""kd""",40,reservation,2455872
2642374,Vistelsebegreppet,28,"""m"",""c"",""fp"",""kd""",22,reservation,2642346
3364709,"",3,"""M"",""SD"",""KD""",4,reservation,3364706
2470832,Finansiering av förebyggande åtgärder mot spelmissbruk,17,"""v""",8,reservation,2470815
3364265,En ny försäkringsavtalslag m.m.,1,"""m"",""c"",""fp""",1,reservation,3364264
1110944,Vräkning av barnfamiljer,6,"""S"",""MP"",""V""",4,reservation,1110938
2609034,Skalbolag,16,"""kd""",17,reservation,2609018
2299046,Indragen studiehjälp vid ogiltig frånvaro,18,"""m"",""fp"",""kd""",25,reservation,2299028
2428340,Demensutredningar m.m.,32,"""m"",""c"",""fp"",""kd""",52,reservation,2428308
2490281,Efterforskning av vapen i brottsförebyggande syfte,8,"""m"",""c"",""fp""",9,reservation,2490273
2682345,EU:s arbete mot diskriminering av HBT-personer,3,"""v"",""mp""",2,reservation,2682342
2498754,Registrering av testamenten,2,"""s"",""v"",""mp""",5,reservation,2498752
2572101,Införande av lärlingsutbildning,70,"""m"",""c"",""fp"",""kd""",59,reservation,2572031
2345609,Forskningspolitikens inriktning,1,"""s""",1,reservation,2345608
2489377,Rehabiliteringsgaranti,3,"""m"",""c"",""fp""",3,reservation,2489374
2552165,"",15,"""M"",""SD"",""KD""",10,reservation,2552150
2385510,"",28,"""SD""",17,reservation,2385482
2489035,"",15,"""SD""",10,reservation,2489020
2698295,Nya regler för arbetskraftsinvandring,1,"""s"",""v""",1,reservation,2698294
2601327,"",25,"""V""",14,reservation,2601302
2673462,Översyn av lagar och konventioner på havsmiljöområdet,20,"""fp"",""mp""",13,reservation,2673442
2655261,Modersmålsundervisning,42,"""m""",54,reservation,2655219
2350152,Avvecklingen av kärnkraften,5,"""mp""",2,reservation,2350147
2682344,Europas framtidsfrågor och EU:s s.k. reflektionsgrupp,2,"""v"",""mp""",1,reservation,2682342
2350306,Ändringar i namnlagen,14,"""m""",20,reservation,2350292
2317998,"",38,"""S"",""MP"",""V""",17,reservation,2317934
2291843,"",5,"""KD""",1,reservation,2291838
2365296,"",12,"""L""",3,reservation,2365284
2658126,Allas delaktighet i kulturlivet,6,"""s"",""v"",""mp""",5,reservation,2658120
2389588,"",1,"""SD"",""-""",1,reservation,2389587
2515736,"",2,"""V""",2,reservation,2515734
2401915,"",29,"""C""",14,reservation,2401886
1095018,"",3,"""MP""",4,reservation,1095015
2499388,"",3,"""MP""",2,reservation,2499385
2701180,Skriftliga omdömen och utvecklingssamtal ,36,"""m"",""c"",""fp"",""kd""",24,reservation,2701144
2303666,"",26,"""C""",17,reservation,2303640
2438591,"",13,"""V""",5,reservation,2438578
2322540,Delpension för statsanställda,6,"""fp""",16,reservation,2322534
2390120,"",8,"""V""",5,reservation,2390112
1004739,"",6,"""MP""",2,reservation,1004733
2560452,"",3,"""S""",2,reservation,2560449
2550564,Projektet Film i Sameland och Tornedalen ,5,"""mp""",6,reservation,2550559
2677701,Myndighetens organisation m.m.,7,"""m""",10,reservation,2677694
2480195,Klimatavtal,11,"""MP"",""V""",11,reservation,2480184
2317064,Kompetens och kvalitet,56,"""v""",51,reservation,2317008
2312366,"",6,"""SD""",8,reservation,2312360
3363217,Kontrollmyndigheter,4,"""m""",10,reservation,3363213
3358807,"",33,"""L""",12,reservation,3358774
2619135,"",6,"""KD""",2,reservation,2619129
2337718,Östersjöns status som särskilt känsligt havsområde (avsnitt 1.1),1,"""m"",""c"",""fp"",""kd"",""mp""",2,reservation,2337717
1114988,Statens ägarutövning,5,"""mp""",3,reservation,1114983
2364364,"",26,"""V""",19,reservation,2364338
2509971,Finansmakten och Riksbankens uppgifter,1,"""MP""",3,reservation,2509970
3392485,"",4,"""S""",3,reservation,3392481
2652248,Inre flyktalternativ,17,"""c"",""v"",""mp""",12,reservation,2652230
2364654,"",14,"""C""",8,reservation,2364640
2421541,Tillståndsprövning av fiskodling m.m.,17,"""S"",""MP"",""V""",16,reservation,2421524
2537082,Organdonation,4,"""fp""",4,reservation,2537078
2507649,"",3,"""SD""",5,reservation,2507646
2684574,"",1,"""SD""",1,reservation,2684573
2340423,Utbyggnaden av organisationen med mångkulturkonsulenter,4,"""v""",13,reservation,2340419
2314940,Förkortad företrädesrätt till återanställning,16,"""kd""",17,reservation,2314924
2670858,Rätt för bilinspektörer att ta alkoholutandningsprov,7,"""fp""",11,reservation,2670851
1004751,"",18,"""V""",7,reservation,1004733
1112304,Jakt- och viltvårdsfrågor,4,"""S""",8,reservation,1112300
2561602,"",11,"""SD""",4,reservation,2561588
2604257,Jämställdhetsintegrering,13,"""MP""",8,reservation,2604244
2692759,Missbruk och oegentligheter,29,"""v""",37,reservation,2692730
2580533,Åldersbedömning,35,"""V""",20,reservation,2580498
2387780,"",34,"""C""",14,reservation,2387746
2313716,Genuspedagoger,39,"""s"",""v"",""mp""",41,reservation,2313677
2680762,"",10,"""M""",8,reservation,2680752
2450259,Den regionala tillväxtpolitikens inriktning,2,"""V""",1,reservation,2450257
2486103,Trafficking m.m.,7,"""s""",6,reservation,2486096
2510111,Folkrätten i svensk utrikespolitik,18,"""kd""",8,reservation,2510093
2500700,"",6,"""V""",6,reservation,2500694
2618003,Skäl till dispens inom biotopskyddsområde,18,"""s""",14,reservation,2617985
2311331,Neuropsykiatriska funktionshinder ,2,"""c"",""fp"",""kd"",""mp""",2,reservation,2311329
2682898,"",39,"""SD""",29,reservation,2682859
2677378,"",34,"""M""",18,reservation,2677344
2411562,Sjuklön,10,"""kd""",10,reservation,2411552
2698352,Värdegrunden i förskolans läroplan,5,"""kd""",3,reservation,2698347
2446895,"",1,"""SD""",2,reservation,2446894
2650560,"",9,"""SD""",15,reservation,2650551
2550208,Miljöteknikföretagande,4,"""mp""",5,reservation,2550204
2661623,"",1,"""SD""",1,reservation,2661622
2706371,Avveckling av myndigheter,1,"""s"",""v"",""mp""",1,reservation,2706370
3357874,Rekryteringsfrågor,6,"""v""",4,reservation,3357868
2688022,Övriga frågor ,6,"""fp""",2,reservation,2688016
2500267,"",10,"""S""",6,reservation,2500257
3359576,Skuldsanering,1,"""M"",""FP"",""C"",""KD""",1,reservation,3359575
2461520,"",13,"""C""",20,reservation,2461507
2618377,Folkomröstning rörande kärnkraften,9,"""mp""",5,reservation,2618368
2340957,"",16,"""M""",29,reservation,2340941
2615317,"",15,"""SD""",7,reservation,2615302
2648072,Hänsynsfull och långsiktigt hållbar jakt ,17,"""mp""",24,reservation,2648055
2314407,Antalet platser på läkarutbildningen,8,"""s""",9,reservation,2314399
2444755,"",14,"""MP""",8,reservation,2444741
2437246,Åtgärder för en långsiktigt positiv utveckling av yrkesfisket m.m.,5,"""c""",2,reservation,2437241
2340680,Riktlinger för energipolitiken,3,"""m"",""fp""",2,reservation,2340677
2301392,Nettodebitering av el,4,"""MP"",""V""",3,reservation,2301388
2399024,Sanktionsavgift m.m.,17,"""s"",""v"",""mp""",11,reservation,2399007
2328668,Undantag för naturgasinfrastrukturprojekt,6,"""m"",""fp"",""mp""",4,reservation,2328662
2471475,Planeringsramarna och långsiktsplanerna,10,"""kd""",3,reservation,2471465
2459017,Pornografifrågor,2,"""v"",""mp""",2,reservation,2459015
2515781,Social ekonomi,8,"""m"",""fp""",7,reservation,2515773
2469738,"",15,"""SD""",25,reservation,2469723
2561626,"",30,"""KD""",11,reservation,2561588
2428544,Läkemedels miljöpåverkan,15,"""mp""",16,reservation,2428529
2571559,Utvecklingssamtal,30,"""kd""",21,reservation,2571529
2292839,"",10,"""KD""",8,reservation,2292829
3358171,Lex Sarah,6,"""v""",10,reservation,3358165
2575282,"",13,"""SD""",12,reservation,2575267
2294879,"",38,"""KD""",16,reservation,2294841
2589752,"",2,"""SD""",2,reservation,2589750
2372042,Kvinnojourer,24,"""S"",""MP"",""V""",25,reservation,2372018
1035177,"",18,"""C""",8,reservation,1035159
2369906,Studenthälsan,30,"""kd""",31,reservation,2369876
2479949,"",40,"""KD""",45,reservation,2479909
2705180,Den regionala tillväxtpolitikens inriktning och mål,1,"""s"",""v"",""mp""",1,reservation,2705179
2469524,Samarbete med närområdet,4,"""MP"",""V""",2,reservation,2469520
1113931,Reach m.m.,13,"""S"",""MP"",""V""",13,reservation,1113918
2480326,Behörighet att utföra alkoholutandningsprov,4,"""s"",""mp""",5,reservation,2480322
2374591,"",24,"""SD""",9,reservation,2374567
2556414,Skolans värdegrund m.m.,23,"""MP""",18,reservation,2556391
2437140,Reformen av den gemensamma jordbrukspolitiken,3,"""fp""",2,reservation,2437137
2613721,"",7,"""SD""",3,reservation,2613714
3364406,Alternativa lärarutbildningar,6,"""m""",5,reservation,3364400
2305701,Tobaksförsäljning,43,"""s"",""mp""",37,reservation,2305659
2444231,"",2,"""M"",""C"",""L"",""KD""",3,reservation,2444229
2532592,"",9,"""MP""",7,reservation,2532583
2460463,"",7,"""SD""",2,reservation,2460456
2347722,Stödrättigheter i jordbruket,14,"""c"",""kd""",12,reservation,2347708
2470122,Kommersiell och offentlig service på landsbygden,6,"""MP""",4,reservation,2470116
2440746,"",39,"""SD""",23,reservation,2440707
2384189,"",3,"""C""",2,reservation,2384186
1112679,Meritpoäng,16,"""S"",""MP"",""V""",13,reservation,1112663
2594599,"",20,"""SD""",20,reservation,2594579
2556417,Antalet nationella prov,26,"""MP"",""V""",20,reservation,2556391
2384195,"",9,"""V""",5,reservation,2384186
2628861,"",2,"""C""",1,reservation,2628859
2364776,Kunskap och kompetens,12,"""S""",8,reservation,2364764
2496533,"",12,"""MP""",7,reservation,2496521
2622485,Förkortad företrädesrätt till återanställning,13,"""m"",""kd""",14,reservation,2622472
2312394,Etablering av enskilda förskolor,3,"""v""",3,reservation,2312391
2293606,"",60,"""M"",""SD"",""KD""",25,reservation,2293546
